ID,language,macroarea,glottocode,ISO6393,Latitude,Longitude,level,category,subclassification,aes,med,medovertime,bib,classification,family
abkh1242,Abkhaz-Adyge,Eurasia,abkh1242,NA,43.692403000000006,40.8701525,family,Family,"(((ashk1247:1,bezs1238:1,tapa1256:1)abaz1241:1,(abzh1238:1,bzyb1238:1,samu1242:1)abkh1244:1)abkh1243:1,((grea1271:1)kaba1278:1,(abad1240:1,bezh1247:1,natu1243:1,shap1240:1,temi1249:1,xaku1238:1)adyg1241:1)circ1239:1,ubyk1235:1)abkh1242:1;",NA,NA,NA,NA,NA,NA
surm1244,Surmic,Africa,surm1244,NA,6.8819987708333334,34.97338345833333,family,Family,"(maja1242:1,(((mugu1242:1,yidi1251:1)kweg1241:1,((bodi1253:1,tish1239:1)meen1242:1,(murs1242:1,(chai1252:1,tirm1240:1)suri1267:1)suri1266:1)past1248:1)sout2837:1,(((bale1254:1,kaci1245:1,kich1261:1,suri1268:1,west2496:1,zilm1238:1)kaci1244:1,ngaa1241:1)baal1234:1,((didi1258:1,nari1240:1)didi1257:1,(boma1247:1,loti1239:1,olam1240:1)murl1244:1,tenn1246:1)didi1256:1)sout2838:1)sout2836:1)surm1244:1;",NA,NA,NA,NA,NA,NA
tama1329,Tamaic,Africa,tama1329,NA,14.1199,22.0722,family,Family,"((abou1238:1,nucl1447:1)mara1396:1,(miis1236:1,((eren1239:1,girg1241:1,mura1270:1,sebu1242:1,sung1270:1,wala1265:1)assa1269:1,(girg1242:1,haur1242:1,orra1238:1,tama1332:1)tama1331:1)tama1368:1)tama1330:1)tama1329:1;",NA,NA,NA,NA,NA,NA
yare1250,Yareban,Papunesia,yare1250,NA,-9.526500833333332,148.41375,family,Family,"(((auwa1241:1,buni1247:1,doma1263:1,jari1243:1,mori1270:1)anem1248:1,moik1239:1)dori1247:1,(bari1290:1,nawa1258:1,yare1248:1)yare1251:1)yare1250:1;",NA,NA,NA,NA,NA,NA
monu1249,Bogia,Papunesia,monu1249,NA,-4.313245,144.97,family,Family,"(lila1246:1,nucl1458:1)monu1249:1;",NA,NA,NA,NA,NA,NA
tebe1251,Teberan,Papunesia,tebe1251,NA,-6.7604299999999995,144.4845,family,Family,"((erav1243:1)dadi1250:1,(aure1239:1,bara1374:1,boro1278:1,keba1251:1,kewa1247:1,pupi1239:1,rooo1240:1,sesa1245:1,sili1248:1,sope1239:1,suri1271:1,tebe1252:1,wara1301:1)folo1238:1)tebe1251:1;",NA,NA,NA,NA,NA,NA
sali1297,Saliban,South America,sali1297,NA,4.8956125,-68.276825,family,Family,"((maco1239:1,piar1243:1)maco1238:1,sali1298:1)sali1297:1;",NA,NA,NA,NA,NA,NA
hibi1242,Hibito-Cholon,South America,hibi1242,NA,-7.90731,-76.83105,family,Family,"(chol1284:1,hibi1243:1)hibi1242:1;",NA,NA,NA,NA,NA,NA
kiwa1251,Kiwaian,Papunesia,kiwa1251,NA,-7.957872170863979,143.85166860272818,family,Family,"((gama1254:1,lowe1421:1,nuhi1238:1,sisi1249:1,uppe1434:1)bamu1257:1,(arig1248:1,giba1246:1,kope1239:1,uram1241:1)nort2930:1,(coas1298:1,daru1245:1,doum1239:1,east2521:1,isla1274:1,sout2950:1)sout2949:1,((giba1247:1)kere1286:1,mori1271:1)tura1266:1,wabo1241:1)kiwa1251:1;",NA,NA,NA,NA,NA,NA
paho1240,Pahoturi,Papunesia,paho1240,NA,-8.922485,142.41649999999998,family,Family,"((agob1245:1,ende1235:1,kawa1281:1)agob1244:1,(nucl1597:1,tame1238:1)idii1243:1)paho1240:1;",NA,NA,NA,NA,NA,NA
fasu1242,Fasu,Papunesia,fasu1242,faa,-6.62687,143.284,language,Spoken_L1_Language,"(kaib1243:1,namo1245:1,some1244:1)fasu1242:1;",3,1,"['Loeweke, Eunice & Jean May. 1980. General grammar of Fasu (Namo Me). In Don Hutchisson (ed.), Grammatical studies in Fasu and Mt. Koiali, 5-106. Ukarumpa: Summer Institute of Linguistics.', 'Loeweke, Eunice, Loeweke Jean May, Eunice, Jean May, Jeffrey Bailey & Cooper Samuel. 1973. Pisini me sukuru sawi popasane oyapo (Learning to read Melanesian Pidgin) [transfer primer], bound with the following: ____, ____, Akisa Ware, and Kuape Ware, Pisini me enomakasimo sawi wo popasane oyapo, [diglot phrase book, adapted from Pisini kie havio, by Gwen Gibson, Joy McCarthy and Stephen Harris]. (150). 104pp. ([EZE]).', 'Loeweke, Eunice & Jean May. 1966. Fasu grammar. Anthropological Linguistics 8(6). 17-33.', 'May, Jean & Eunice Loeweke. 1965. The phonological hierarchy in Fasu. Anthropological Linguistics 7(5-2). 89-97.', 'Loeweke, Eunice & Jean May. 1964. The phonological hierarchy in Fasu. Anthropological Linguistics 7(5). 89-97.', 'May, Jean & Eunice Loeweke. 1963. Faso Namo Mé 1 (Fasu trial primer 1). 11pp.']",True,Isolatefasu1242,NA
wash1253,Washo,NA,wash1253,was,38.8184,-119.64,language,Spoken_L1_Language,wash1253:1;,4,0,"['Jacobsen, William H., Jr. 1964. A Grammar of the Washo Language. Berkeley, CA: University of California at Berkeley dissertation. (xvii+684pp.) (dissertation, University of California, Berkeley., xvii+684pp.)', 'Kroeber, Alfred L. 1907. The Washo Language of East Central California and Nevada. University of California Publications in American Archaeology and Ethnology 4(5). 252-317. Berkeley: University of California Press. (Cover title).']",True,Isolatewash1253,NA
taua1242,Tauade,NA,taua1242,ttd,-8.3486,147.094,language,Spoken_L1_Language,taua1242:1;,1,2,"['Egidi, Vincenzo M. 1907. La tribù di Tauata. Anthropos II. 675-681, 1009-1021.']",True,Isolatetaua1242,NA
araw1282,Arawan,South America,araw1282,NA,-6.3069066666666656,-66.69510833333332,family,Family,"(arua1263:1,((bana1307:1,east2800:1,jara1276:1)jama1261:1,((juru1257:1,tuku1255:1)culi1244:1,((inau1238:1,bomf1238:1)mamo1239:1,paui1240:1)deni1241:1)madi1263:1)madi1262:1,(paum1248:1,kuru1310:1,uaia1240:1)paum1247:1,suru1263:1)araw1282:1;",NA,NA,NA,NA,NA,NA
puel1244,Puelche,NA,puel1244,pue,-42.223,-68.666,language,Spoken_L1_Language,puel1244:1;,6,1,"['Rosas, Juan Manuel de. 1995. Gramática y diccionario de la lengua pampa: ( Pampa - Ranquel - Araucano ). (Biblioteca de Estudios Históricos.) Buenos Aires: Theoría. 279pp.', 'Casamiquela, Rodolfo. 1983. Nociones de gramática del gününa küne con ""Présentation de la la langue des tehuelche septent-rionaux australs (Patagonie continentale), préface de Christos Clairis. Paris: Éditions du CNRS.', 'Rosas, Juan Manuel de. 1947. Gramatica y Diccionario de la Lengua Pampa. Buenos Aires: Editorial Albatros.', 'Cox, Guillermo E. 1863. Viaje en las rejiones septentrionales de la Patagonia, 1862-1863. Santiago de Chile: Imprenta Nacional. 284pp.', 'Hale, Horatio. 1846. Ethnology and Philology. (United States Exploring Expedition during the years 1838, 1839, 1840, 1841, 1842 under the command of Charles Wilkes, U.S.N., VI.) Philadelphia: C.~Sherman. 689pp.', ""d'Orbigny, Alcide Dessalines. 1839. L'homme américain (de l'Amérique Méridionale): considéré sous ses rapports physiologiques et moraux. (2.) Paris: Pitois-Levrault et C. 372pp."", 'Anonymous. 1834. Los Puelches; or, the Pampa Indians. New Monthly Magazine and Literary Journal XLII(CLXV). 78-85.']",True,Isolatepuel1244,NA
tuxa1239,Tuxá,NA,tuxa1239,tud,-8.953642,-38.2742287,language,Spoken_L1_Language,tuxa1239:1;,6,4,"['Meader, Robert E. 1978. Indios do Nordeste: Levantamento Sobre Os Remanescentes Tribais do Nordeste Brasileiro. (Série Lingüística, 8.) Brasília: Summer Institute of Linguistics. 94pp.', 'Loukotka, Čestmír. 1955. Les langues non-Tupí du Brésil du Nord-Est. In Herbert Baldus (ed.), Anais do XXXI Congresso Internacional de Americanistas 31, São Paulo, 1954, 1029-1054. São Paulo: Anhembi.']",True,Isolatetuxa1239,NA
beto1236,Betoi-Jirara,South America,beto1236,NA,7.223906,-71.420238,language,Spoken_L1_Language,"((beto1237:1,jira1248:1,lola1252:1,mafi1234:1,quil1257:1)nucl1771:1,(ayri1234:1,situ1241:1)situ1240:1)beto1236:1;",6,2,"['Zamponi, Raoul. 2003. Betoi. (Languages of the World/Materials, 428.) München: Lincom. iii+61pp.', 'Zamponi, Raoul. 2002. Notes on Betoi Verb Morphology. International Journal of American Linguistics 68(2). 216-241.', 'Panduro, Lorenzo Hervás y. 1971 [1799]. Elementos Grammaticales de la lengua Betoi. In del Rey Fajardo, José (ed.), Aportes Jesuiticos a la Filología Colonial Venezolana: Tomo II Documentos, 261-276. Caracas: Universidad Católica Andres Bello.', ""Hervas, Lorenzo. 1787. Vocabolario Poligloto con Prolegomeni sopra piu di CL.~lingue. (Idea dell'Universo, XX.) Cesena: Gregorio Biasini all'Insengna di Pallade. 248pp.""]",True,Isolatebeto1236,NA
cent2225,Central Sudanic,Africa,cent2225,NA,4.293051212935224,27.949921102438218,family,Family,"(((((pidh1238:1,rrkp1234:1)cent2349:1,(djad1245:1,tadh1238:1)sout3289:1)lend1245:1,(ddra1238:1,njaw1238:1)ndru1234:1)bale1255:1,(cent2348:1,nort3306:1,sout3288:1)ngit1239:1)lend1246:1,(lomb1254:1,(asoa1238:1,(make1250:1,male1283:1,meje1239:1,nucl1420:1,popo1291:1)mang1394:1)mang1424:1)mang1393:1,(((bend1260:1,efee1239:1,(arum1242:1,fare1242:1,lese1244:1,ndes1238:1,vuku1238:1)lese1243:1,mvub1239:1)lese1245:1,(amen1243:1,nucl1421:1)mamv1243:1,(andi1256:1,angw1242:1,maku1275:1)mang1396:1)mang1425:1,(avar1257:1,memb1238:1,okeb1238:1)ndoo1242:1,((mbot1238:1,mung1268:1)birr1240:1)uncl1501:1)memb1239:1,((arin1244:1,(ajug1238:1,avok1243:1,nort2812:1,ojil1238:1)avok1242:1,((didi1255:1,dogo1296:1,east2417:1,west2490:1)keli1248:1,omii1238:1)kali1312:1,(bari1282:1,bhag1238:1,doka1243:1,loly1238:1,obil1238:1,ogam1238:1)logo1259:1,(abed1238:1,alur1249:1,arua1259:1,luuu1243:1,mara1394:1,nioo1239:1,otsh1238:1,tere1275:1,zaki1238:1)lugb1240:1)cent2043:1,(bali1276:1,agii1244:1,andr1247:1,kadi1246:1,laka1253:1,miza1238:1,moru1254:1)moru1253:1,((adju1239:1,buru1300:1,loka1255:1,moyo1239:1,pand1265:1)madi1260:1,olub1238:1,(ogok1238:1,okol1240:1,rigb1238:1)sout2828:1)sout2827:1)moru1252:1,((baka1274:1,((bahr1243:1,sopi1241:1,wulu1239:1)beli1257:1,(mitt1253:1,moda1242:1,(biti1246:1,madu1246:1,nucl1428:1)moro1284:1)gber1234:1,((modo1248:1,wetu1238:1,wira1263:1)jurm1239:1,(molo1259:1,nyam1280:1)nyam1279:1)lori1239:1)moro1293:1)moro1282:1,(bung1266:1,buse1238:1,tonj1245:1)bong1285:1,(((((bubu1235:1,koto1271:1,koyo1246:1,ngur1264:1,zura1238:1)gula1267:1,(fong1243:1,molo1258:1,motm1238:1,mele1249:1,mere1241:1)mere1247:1,sarr1245:1)gula1266:1,(bubu1234:1,ngur1266:1)kara1482:1)ferg1237:1,((kong1291:1,nduk1240:1,nucl1423:1,wada1261:1)luto1241:1,(nucl1422:1,tana1279:1)vale1250:1)ndug1243:1,(((bang1360:1,damm1238:1,goll1238:1,kiba1246:1)bagi1246:1,(bana1285:1,bana1284:1,bidj1247:1,bolo1265:1,ceng1238:1)keng1240:1,((gula1269:1,(bayo1257:1,morb1238:1,nucl1426:1)moro1281:1)bayo1261:1,jaya1242:1,((bolo1264:1,mana1291:1,mond1264:1,yiry1246:1)bera1261:1,(bila1256:1,kuka1247:1,medo1242:1)naba1253:1)naba1258:1)moro1296:1)bagi1248:1,(((nucl1424:1,penn1241:1)gula1268:1,horo1247:1,(maji1238:1,narr1278:1,nooo1238:1)sarr1246:1)sara1344:1,(((kaba1293:1,laka1252:1)kaba1281:1,(bemo1238:1,goul1238:1,mang1397:1,main1274:1,paii1251:1)laka1254:1)gore1234:1,(bema1240:1,beno1238:1,kere1284:1,lara1259:1,muru1268:1)ngam1268:1)sara1345:1,(((bodo1273:1,yamo1247:1)gorr1238:1,mang1398:1,(bebo1242:1,nucl1425:1,yomm1243:1)bedj1245:1)bedi1236:1,(dagb1248:1,(bbat1238:1,bedj1244:1,bede1243:1,kann1257:1,moug1238:1,ngok1244:1)mbay1241:1,(klee1238:1,konn1243:1,ngam1271:1,ngam1270:1,ngam1272:1)ngam1269:1)sido1234:1)sara1346:1)cent2044:1,((furu1242:1,(sara1319:1,(kuru1304:1,mara1395:1,siim1238:1)sara1322:1,(bang1359:1,dunj1238:1,naaa1246:1,tiee1238:1)sara1321:1)sara1348:1)barh1234:1,(disa1239:1,(kurm1244:1,sooo1255:1)kulf1238:1)koul1239:1)sara1318:1)sara1349:1)nucl1719:1,(bing1248:1,nucl1427:1)yulu1243:1)sbbo1237:1,siny1243:1)sara1341:1)cent2225:1;",NA,3,"[""Demolin, Didier. 1999. Tone in Central Sudanic languages. In Kaji, Shigeki (ed.), Proceedings of the symposium 'Cross-linguistic studies of tonal phenomena: tonogenesis, typology and related topics', December 10-12, 1998, Takinogawa City Hall, Tokyo, 313-336. Tokyo: Institute for the Study of Languages and Cultures of Asia and Africa (ILCAA), Tokyo University of Foreign Studies."", 'Bender, Lionel M. 1992. Central Sudanic segmental and lexical reconstruction. Afrikanistische Arbeitspapiere 29. 5-61.', 'Démolin, Didier. 1988. Some problems of phonological reconstruction in Central Sudanic. In Dominicy, M. and Dor, J. (eds.), Phonological reconstructions: Problems and methods, 53-95. Amsterdam/Philadephia: Bruxelles: Université de Bruxelles. doi: 10.1075/bjl.3.06dem.']",True,NA,NA
else1239,Elseng,NA,else1239,mrf,-3.00176,140.418,language,Spoken_L1_Language,else1239:1;,3,4,"['Burung, Wiem. 2000. A brief note on Elseng. SIL Electronic Survey Reports. 2000-001. http://www.sil. 16pp. (SIL Electronic Survey Reports 2000-001 \\url{http://www.sil.org/silesr/abstract.asp?ref=2000-001}).', 'Smits, Leo & C. L. Voorhoeve. 1994. The J.~C.~Anceaux collection of wordlists of Irian Jaya languages B: Non-Austronesian (Papuan) languages (Part I). (Irian Jaya Source Material No.~9 Series B, 3.) Leiden-Jakarta: DSALCUL/IRIS. 288pp.', 'Voorhoeve, C. L. 1971. Miscellaneous Notes on Languages in West Irian, New Guinea. In et al., T. Dutton (ed.), Papers in New Guinea Linguistics 14, 47-114. Canberra: Research School of Pacific and Asian Studies, Australian National University.', 'Hoogland, J. 1940. Memorie van Overgave van de Onderafdeling Hollandia. Nationaal Archief, Den Haag, Ministerie van Koloniën: Kantoor Bevolkingszaken Nieuw-Guinea te Hollandia: Rapportenarchief, 1950-1962, nummer toegang 2.10.25, inventarisnummer 24. 58pp.']",True,Isolateelse1239,NA
ando1256,Andoque,South America,ando1256,ano,-0.53751,-72.0869,language,Spoken_L1_Language,"(ando1257:1,urek1234:1)ando1256:1;",5,0,"['Landaburu, Jon. 1979. La Langue des Andoke (Grammaire Colombienne). (Langues et Civilisations a Tradition Orale, 36.) Paris: SELAF. 350pp.', 'Landaburu, Jon. 1976. La langue des Andoke. Université de la Sorbonne (Paris IV) dissertation. (350pp.)', 'Rivet, Paul & Robert de Wavrin. 1952. La Langue Andoke. Journal de la Société des Américanistes XLI(2). 221-233.', 'Latham, Robert Gordon. 1862. Elements of comparative philology. London: Walton and Maberly. 820pp.']",True,Isolateando1256,NA
otom1299,Otomanguean,North America,otom1299,NA,16.74515934758395,-94.928192689076,family,Family,"((((guer1243:1,ipal1235:1,sanp1260:1)amuz1254:1,((((sant1437:1)tepe1280:1,teut1235:1)cuic1234:1,(amol1236:1,(nort2986:1,(sans1274:1)sila1250:1)cent2266:1,((chay1249:1,jami1235:1,(sant1441:1)tutu1243:1)east2746:1,ixta1235:1,(pino1237:1,sanj1281:1,sant1436:1)west2832:1)coas1316:1,(diux1235:1,(sout3002:1,(huit1252:1,mitl1235:1,(sanm1294:1,sind1277:1)sind1284:1,tama1339:1,yuta1240:1)teoz1234:1,((sanm1297:1,sant1445:1,sant1446:1)peno1244:1,tlaz1235:1)tlaz1238:1)sout3400:1,tida1235:1)east2735:1,((metl1238:1,(coic1238:1,cuev1239:1,sanj1280:1,sanm1291:1)west2643:1)coic1240:1,((atla1271:1,cuat1239:1,plan1238:1,poto1253:1,toto1307:1)alac1244:1,(petl1238:1,xoch1238:1)alco1235:1,(ayut1236:1,yolo1241:1)sout3401:1)nucl1835:1)guer1245:1,juxt1235:1,(mixt1425:1,yucu1254:1)mixt1430:1,(apas1235:1,soya1236:1)nort3198:1,(coat1241:1,cuya1240:1)nort3199:1,(chaz1235:1,chig1239:1,sout3001:1)nort3200:1,(caca1250:1,(tezo1239:1,yucu1251:1)tezo1238:1)tezo1241:1,((mont1271:1,yoso1238:1)nort2985:1,(sant1438:1)ocot1243:1,(((atat1238:1,sant1439:1)atat1240:1,itun1239:1,(sanm1296:1,sanp1259:1,sant1443:1,sant1442:1)sanm1295:1,(sini1243:1,tija1235:1)sini1248:1,yoso1239:1)chal1278:1,(nuyo1238:1,yucu1249:1)sout3000:1)sout3402:1,((sana1284:1,sanc1244:1,sanm1293:1,sanm1292:1,sant1440:1)magd1235:1,taca1257:1,((sanj1292:1,sant1444:1)sanj1282:1,yucu1250:1)yucu1256:1)tlax1236:1)west2824:1)mixt1427:1)mixt1423:1,((lagu1250:1)chic1273:1,copa1237:1,sanm1298:1)triq1251:1)mixt1422:1)amuz1253:1,(chia1262:1,(diri1255:1,nucl1669:1,nagr1240:1,nico1263:1,oris1240:1,orot1239:1)moni1237:1)mang1426:1,((((choc1279:1,(sanl1248:1,sanm1301:1,((sanm1302:1,sanv1243:1)coyo1236:1,sanj1285:1,(mezo1235:1,(huej1238:1,sant1453:1)sanf1264:1,(ahua1238:1,todo1238:1)sant1454:1)tepe1282:1)sout3385:1)popo1294:1)choc1278:1,ixca1245:1)ixca1247:1,(((sanm1303:1,sanm1304:1)huau1238:1,(loma1263:1,zoya1238:1)maza1296:1)maza1309:1,chiq1250:1,((sanf1265:1,sanl1250:1,sant1456:1)pueb1234:1,(sana1287:1,sanl1249:1,sans1275:1,sant1455:1)sanj1286:1)teco1234:1,((ayau1235:1,(ixca1246:1,soya1237:1)nort3406:1)ayau1236:1,jala1237:1)vall1259:1)maza1295:1)popo1293:1,(((((east2558:1,nopa1235:1,(pani1261:1,sanj1283:1,yait1239:1)west2644:1,zaca1242:1)east2736:1,tata1258:1)coas1314:1,zenz1235:1)core1263:1,teoj1234:1)chat1268:1,((((amat1238:1,tlac1240:1)amat1239:1,((coat1243:1,sanb1241:1)coat1242:1,sanv1242:1)coat1245:1,coat1244:1)macr1276:1,((asun1236:1,ayoq1235:1,(lapa1249:1,((sanj1288:1,sanp1262:1)mixt1426:1,(quie1238:1,quio1242:1)quio1241:1)mixt1428:1,sant1451:1,sant1452:1,xada1235:1,xana1235:1)sout3003:1,maza1294:1,(sant1449:1)mitl1236:1,sanp1261:1,sant1448:1,sant1450:1,teja1235:1,(((guev1240:1,sant1463:1)guev1238:1,peta1247:1)nort3369:1,(lach1250:1,quia1235:1)nort3370:1)tran1297:1,(chic1274:1,(isth1244:1,ocot1244:1,((zaac1238:1)sant1447:1,tilq1235:1)tilq1236:1,zaac1239:1)exte1234:1,guil1236:1,(jali1244:1,sanj1289:1,sanm1299:1,teot1238:1)sanj1284:1)west2947:1)cent2146:1,((miah1235:1,(cand1249:1,sana1285:1)loxi1235:1,(sang1340:1,sanm1300:1)ozol1235:1,sana1286:1)miah1237:1,yaut1235:1)miah1236:1,(((nucl1670:1,yaga1261:1)cajo1238:1,taba1268:1,yala1267:1,yatz1235:1,(tabe1238:1,yali1256:1,zoog1239:1)zoog1238:1)cajo1239:1,choa1237:1,((east2891:1,lasd1234:1,sout3004:1)rinc1236:1,yate1242:1)rinc1237:1,(aloa1235:1,sier1250:1,sout3005:1,yare1249:1)sier1251:1)nort2987:1)core1259:1,(elot1235:1,texm1235:1,zani1235:1)papa1270:1)nucl1765:1,solt1234:1,(toto1308:1,(elal1235:1,lach1249:1)west2646:1)west2645:1)zapo1437:1)zapo1436:1)popo1292:1)east2557:1,((((((ojit1237:1,soch1239:1,(chil1282:1,tlac1239:1)tlac1238:1,usil1237:1)chin1486:1,(pala1351:1,tepe1279:1)chin1487:1)nort3349:1,(((ayot1238:1)ozum1235:1,vall1253:1)chin1485:1,(lala1270:1,leal1235:1,tepi1241:1)chin1489:1)sout3333:1)cent2365:1,(coma1246:1,(yolo1240:1)quio1240:1)chin1488:1)chin1484:1,(chic1272:1,(atzi1235:1,sanf1262:1)matl1258:1,(((atla1270:1,sanm1290:1,sant1435:1)cent2144:1,mich1246:1)maza1293:1,((east2556:1,tena1241:1,texc1235:1)east2737:1,(mezq1235:1,quer1236:1)nort3201:1,(ixte1237:1,(ocoy1234:1,sanp1264:1,sant1466:1)tila1239:1)sout3245:1)otom1300:1,((sanf1263:1)esta1236:1,temo1245:1)sout3168:1)otom1297:1,(cent2145:1,nort2984:1,sout2999:1)pame1260:1)otop1242:1)otop1241:1,((azoy1236:1,((huiz1244:1,mali1286:1,zila1239:1)mali1285:1,((acat1240:1,plat1255:1,zapo1435:1)acat1239:1,tlac1237:1)west2948:1)nort3350:1)meph1234:1,subt1250:1)subt1249:1)west2783:1)otom1299:1;",NA,4,"['Merrifield, William R. 1981. Proto Otomanguean kinship. (Publication / International Museum of Cultures, 11.) Dallas, Tex.: Internat. Museum of Cultures. xi+396pp.', 'Swadesh, Morris. 1960. The Oto-Manguean Hypothesis and Macro Mixtecan. International Journal of American Linguistics 26(2). 79-111.', 'Weitlaner, Roberto J. 1941. Los pueblos no nahuas de la historia tolteca y el grupo lingüístico Macro-Otomangue. Revista Mexicana de Estudios Antropológicos 5. 249-269.']",True,NA,NA
pyuu1245,Pyu,NA,pyuu1245,pby,-4.45003,141.018,language,Spoken_L1_Language,pyuu1245:1;,3,3,"['Laycock, Don. 1972. Looking Westward: Work of the Australian National University on Languages of West Irian. Irian 1(2). 68-77.']",True,Isolatepyuu1245,NA
moch1259,Mochica,NA,moch1259,omc,-8.01667,-79,language,Spoken_L1_Language,moch1259:1;,6,1,"['Middendorf, E. W. 1892. Das Muchik oder die Chimu-Sprache mit einer einleitung über die culturvölker, die gleichzeitig mit den Inkas und Aimaraàs in Südamerika lebten und einem Anhang über die Chibcha-Sprache. (Die einheimischen Sprachen Perus.) Leipzig: F. A. Brockhaus. 244pp.', 'Carrera, Fernando de la. 1880 [1644]. Arte de la lengua Yunga de los valles del Obispado de Trujillo. Lima: Imprenta Liberal. vi+130pp.']",True,Isolatemoch1259,NA
doso1238,Doso-Turumsa,Papunesia,doso1238,NA,-7.89522,142.61200000000002,family,Family,"(doso1239:1,turu1250:1)doso1238:1;",NA,NA,NA,NA,NA,NA
atak1252,Atakapa,North America,atak1252,aqp,30.9121,-93.0827,language,Spoken_L1_Language,"(east2802:1,west2881:1)atak1252:1;",6,0,"['Kimball, Geoffrey D. 2022. Yukhíti Kóy: A reference grammar of the Atakapa language. Nebraska: University of Nebraska Press. xx+296pp.', 'Mueller, Jonel Macris. 1981. Atakapa: a grammatical sketch. Fresno: California State University MA thesis. (vii+75pp.)', 'Swanton, John R. 1929. A Sketch of the Atakapa Language. International Journal of American Linguistics 14(3). 121-149. doi: 10.1086/463777.', 'Terrage,  de Villiers du & Paul Rivet. 1919. Les Indiens du Texas et les expéditions françaises de 1720 et 1721 à la ""Baie Saint-Bernard"". Journal de la Société des Américanistes 11(1). 403-442.', ""Hale, Horatio. 1848. Hale's Indian of North-West America. Transations of the American Ethnological Society II. xxiii-clxxxviii,1-130.""]",True,Isolateatak1252,NA
coos1248,Coosan,North America,coos1248,NA,43.37867898182487,-124.2147615037506,family,Family,"(coos1249:1,milu1241:1)coos1248:1;",NA,NA,NA,NA,NA,NA
kwaz1243,Kwaza,NA,kwaz1243,xwa,-11.6667,-61.1833,language,Spoken_L1_Language,kwaz1243:1;,4,0,"['Voort, Hein van der. 2004. A Grammar of Kwaza. (Mouton Grammar Library, 29.) Berlin, New York: Berlin: Mouton de Gruyter. xxxviii+1026pp. doi: 10.1515/9783110197280. (Includes bibliographical references (S. [997]-1008) and indexes).', 'Voort, Hein van der. 2000. A Grammar of Kwaza: A description of an endangered and unclassified indigenous language of Southern Rondônia, Brazil. Rijksuniversiteit te Leiden dissertation. (xxii+758pp.)', 'Voort, Hein van der. 1994. A grammar of Kwaza. Berlin: Mouton de Gruyter.', 'Carlson, Harvey. 1984. List of Kwazá words collected on 30 June 1984 during fieldwork with José Ramos. In Aikaná fieldnotes, book 4, 51-56. Berkeley: University of California (ms.)', 'Loukotka, Čestmír. 1963. Documents et vocabulaires inédits de langues et de dialectes sud-américains. Journal de la Société des Américanistes LII. 7-60. Journal de la Société des Américanistes. LII.']",True,Isolatekwaz1243,NA
cams1241,Camsá,NA,cams1241,kbh,1.14537,-76.8931,language,Spoken_L1_Language,cams1241:1;,3,1,"[""O'Brien, Colleen Alena. 2018. A grammatical description of Kamsá: A language isolate of Colombia. Honolulu: University of Hawai'i at Mānoa dissertation. (xiii+265pp.)"", '1979. Manuel ichanjabuamiye tuamba jasama. 9pp.', 'Woods, Frances M. & Robert E. Longacre. 1977. Discourse grammar: Studies in indigenous languages of Colombia, Panama, and Ecuador, 2. Summer Institute of Linguistics Publications in Linguistics and Related Fields, 52(2).', 'Longacre, Robert E. & Frances Woods. 1976. Discourse grammar : studies in indigenous languages of Colombia, Panama, and Ecuador. (Summer Institute of Linguistics Publications in Linguistics, 52.) In  Longacre, Robert E. and Woods, Frances (eds.) Microfiche ed. edn. Dallas: Summer Inst. of Linguistics.', 'Bristol, Melvin. 1966. Notes on the species of three daturass. Botanical Museum Leaflet 21(8).', 'Juajibioy Chindoy, Alberto. 1962. Breve Estudio preliminar del grupo Aborigen de Sibundoy y su lengua Kamsa en el sur de Colombia. Boletín del Instituto de Antropología [Universidad de Antioquia] II(8). 3-33.', 'Rocha, Joaquin. 1905. Memorandum de Viaje (Regiones Amazonicas). Bogotá: El Mercurio. 218pp.', 'Ernst, Adolf. 1891. Ueber einige weniger bekannte Sprachen aus der Gegend des Meta und oberen Orinoco. Zeitschrift für Ethnologie XXIII. 1-13.']",True,Isolatecams1241,NA
dibi1240,Dibiyaso,NA,dibi1240,dby,-7.82096,142.779,language,Spoken_L1_Language,dibi1240:1;,3,4,"['Reesink, Ger P. 1976. Languages of the Aramia River Area. In Papers in New Guinea Linguistics 19, 1-37. Canberra: Research School of Pacific and Asian Studies, Australian National University.', ""Z'graggen, John. 1975. Comparative Wordlists of the Gulf District and Adjacent Areas. In Richard Loving (ed.), Comparative wordlists I, 5-116. Ukarumpa: Summer Institute of Linguistics. (Rearranged version of Franklin ed. (1973): 541-592, with typographical errors.)"", 'Rentoul, Alex C. 1924. Vocabulary of words obtained from a native of the Dibiasu tribe living in the country in the vicinity of the Upper Bamu (or Woi-Woi) Western Division. Commonwealth of Australia. Papua: Annual Report for the Year 1924. 74-74.']",True,Isolatedibi1240,NA
barb1265,Barbacoan,South America,barb1265,NA,0.2712833333333334,-78.11014300000002,family,Family,"((awac1239:1,(chac1249:1,colo1256:1)caya1244:1)awas1234:1,(guam1248:1,toto1306:1)coco1262:1,(cana1260:1)unun9945:1)barb1265:1;",NA,NA,NA,NA,NA,NA
